state,district,commodity,variety,modal_price
"""--Select State--""","""--Select District--""","""--Select Commodity--""","""--Select Variety--""",0
Assam,Barpeta,Black Gram (Urd Beans),Black Gram (Whole),2900
Assam,Barpeta,Corriander seed,Coriander Seed,3825
Assam,Barpeta,Jute,TD-5,3825
Assam,Barpeta,Lentil(Masur),Masoor Gola,3500
Assam,Barpeta,Mustard,Mustard,3600
Assam,Barpeta,Potato,Potato,800
Assam,Dhemaji,Lentil(Masur),Masur Dal,5700
Assam,Dhemaji,Wheat Atta,Wheat Atta,2500
Assam,Kamrup,Maida Atta,Maida Atta,2380
Assam,Kamrup,Potato,Potato,1140
Assam,Kamrup,Wheat Atta,Wheat Atta,2330
Assam,Nagaon,Green Chilli,Green Chilly,1800
Assam,Nagaon,Jute,TD-5,3400
Assam,Nagaon,Maida Atta,Maida Atta,2270
Assam,Nagaon,Mustard,Mustard,3800
Assam,Nagaon,Wheat Atta,Wheat Atta,2230
Assam,Nalbari,Green Gram Dal (Moong Dal),Green Gram Dal,6600
Assam,Nalbari,Lentil(Masur),Masur Dal,4700
Assam,Nalbari,Maida Atta,Maida Atta,2500
Assam,Nalbari,Wheat Atta,Wheat Atta,2400
Assam,Sonitpur,Jute,TD-5,3900
Chattisgarh,Bastar,Paddy(Dhan),Other,1500
Chattisgarh,Bilaspur,Bengal Gram(Gram),Desi (Whole),3500
Chattisgarh,Bilaspur,Lak(Teora),Lak (Whole),1550
Chattisgarh,Bilaspur,Onion,Other,1200
Chattisgarh,Bilaspur,Potato,Other,1200
Chattisgarh,Bilaspur,Tomato,Other,250
Chattisgarh,Durg,Tinda,Other,2250
Chattisgarh,Janjgir,Paddy(Dhan),Paddy Medium,1615
Chattisgarh,Janjgir,Paddy(Dhan),Paddy Coarse,1500
Chattisgarh,Janjgir,Paddy(Dhan),Paddy,1500
Chattisgarh,Janjgir,Mahua,Other,2500
Chattisgarh,Janjgir,Mahua,Other,2500
Chattisgarh,Janjgir,Paddy(Dhan),Paddy,1552
Chattisgarh,Janjgir,Paddy(Dhan),Paddy,1550
Chattisgarh,Mahasamund,Paddy(Dhan),Common,1528
Chattisgarh,Mahasamund,Paddy(Dhan),Paddy fine,1530
Chattisgarh,North Bastar,Paddy(Dhan),Other,1500
Chattisgarh,North Bastar,Paddy(Dhan),Other,1400
Chattisgarh,Rajnandgaon,Bhindi(Ladies Finger),Bhindi,1000
Chattisgarh,Rajnandgaon,Lemon,Lemon,5400
Chattisgarh,Rajnandgaon,Tomato,Local,200
Chattisgarh,Surguja,Mahua,Other,2300
Chattisgarh,Surguja,Maize,Local,1430
Gujarat,Ahmedabad,Bottle gourd,Other,750
Gujarat,Ahmedabad,Brinjal,Other,750
Gujarat,Ahmedabad,Carrot,Other,800
Gujarat,Ahmedabad,Green Chilli,Other,1350
Gujarat,Ahmedabad,Methi(Leaves),Other,1700
Gujarat,Ahmedabad,Cotton,Shanker 6 (B) 30mm FIne,3930
Gujarat,Amreli,Bajra(Pearl Millet/Cumbu),Other,1405
Gujarat,Amreli,Black Gram (Urd Beans),Other,3005
Gujarat,Amreli,Castor Seed,Other,3725
Gujarat,Amreli,Chili Red,Red,11450
Gujarat,Amreli,Cotton,Other,4705
Gujarat,Amreli,Cummin Seed(Jeera),Other,13975
Gujarat,Amreli,Jowar(Sorghum),Other,3200
Gujarat,Amreli,Methi Seeds,Other,2125
Gujarat,Amreli,Mustard,Other,3830
Gujarat,Amreli,"Sesamum(Sesame,Gingelly,Til)",Black,7540
Gujarat,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,8125
Gujarat,Amreli,Wheat,Lokwan,1825
Gujarat,Amreli,Cotton,Other,4157
Gujarat,Amreli,Cummin Seed(Jeera),Cummin Seed(Jeera),14000
Gujarat,Amreli,Methi Seeds,Methiseeds,2503
Gujarat,Amreli,"Sesamum(Sesame,Gingelly,Til)",Black,7603
Gujarat,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,7668
Gujarat,Amreli,Bajra(Pearl Millet/Cumbu),Deshi,1425
Gujarat,Amreli,Black Gram (Urd Beans),Black Gram (Whole),3250
Gujarat,Amreli,Castor Seed,Castor seed,3518
Gujarat,Amreli,Cotton,Narma BT Cotton,4513
Gujarat,Amreli,Cummin Seed(Jeera),Cummin Seed(Jeera),13938
Gujarat,Amreli,Jowar(Sorghum),Jowar ( White),2763
Gujarat,Amreli,"Sesamum(Sesame,Gingelly,Til)",Black,7375
Gujarat,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,6500
Gujarat,Amreli,Wheat,Lokwan,1878
Gujarat,Anand,Bottle gourd,Other,275
Gujarat,Anand,Brinjal,Other,350
Gujarat,Anand,Green Chilli,Other,850
Gujarat,Anand,Bajra(Pearl Millet/Cumbu),Other,1130
Gujarat,Anand,Wheat,Other,1850
Gujarat,Anand,Wheat,Other,1668
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),Other,1300
Gujarat,Banaskanth,Castor Seed,Other,3925
Gujarat,Banaskanth,Mustard,Other,3500
Gujarat,Banaskanth,Suva (Dill Seed),Other,4100
Gujarat,Banaskanth,Wheat,Other,1800
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),Other,1275
Gujarat,Banaskanth,Castor Seed,Other,3915
Gujarat,Banaskanth,Cummin Seed(Jeera),Other,13500
Gujarat,Banaskanth,Mustard,Other,3400
Gujarat,Banaskanth,Rajgir,Other,4400
Gujarat,Banaskanth,Soanf,Other,5350
Gujarat,Banaskanth,Wheat,Other,1750
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),Hybrid,1290
Gujarat,Banaskanth,Castor Seed,Other,3882
Gujarat,Banaskanth,Cummin Seed(Jeera),Other,13187
Gujarat,Banaskanth,Guar Seed(Cluster Beans Seed),Other,3685
Gujarat,Banaskanth,Mustard,Other,3452
Gujarat,Banaskanth,Suva (Dill Seed),Other,3475
Gujarat,Banaskanth,Wheat,Other,1627
Gujarat,Banaskanth,Castor Seed,Castor seed,3912
Gujarat,Banaskanth,Mustard,Mustard,3405
Gujarat,Banaskanth,Rajgir,Other,4202
Gujarat,Banaskanth,Soanf,Other,8250
Gujarat,Banaskanth,Wheat,Other,2042
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),Other,1130
Gujarat,Banaskanth,Castor Seed,Other,3927
Gujarat,Banaskanth,Cummin Seed(Jeera),Other,15200
Gujarat,Banaskanth,Guar Seed(Cluster Beans Seed),Other,3327
Gujarat,Banaskanth,Mustard,Other,3462
Gujarat,Banaskanth,Soanf,Other,6732
Gujarat,Banaskanth,Suva (Dill Seed),Other,4052
Gujarat,Banaskanth,Wheat,Other,1637
Gujarat,Bharuch,Bottle gourd,Bottle Gourd,650
Gujarat,Bharuch,Brinjal,Brinjal,1025
Gujarat,Bharuch,Coriander(Leaves),Coriander,1925
Gujarat,Bharuch,Ginger(Green),Green Ginger,2825
Gujarat,Bharuch,Green Chilli,Green Chilly,2375
Gujarat,Bharuch,Lemon,Lemon,6425
Gujarat,Bharuch,Tomato,Tomato,600
Gujarat,Bharuch,Bajra(Pearl Millet/Cumbu),Other,1500
Gujarat,Bharuch,Castor Seed,Other,3700
Gujarat,Bharuch,Cotton,Other,4400
Gujarat,Bharuch,Jowar(Sorghum),Other,1900
Gujarat,Bharuch,Wheat,Other,2300
Gujarat,Bharuch,Castor Seed,Other,3700
Gujarat,Bharuch,Cotton,Other,4400
Gujarat,Bharuch,Jowar(Sorghum),Other,1900
Gujarat,Bhavnagar,Black Gram (Urd Beans),Other,2540
Gujarat,Bhavnagar,Cotton,Other,4600
Gujarat,Bhavnagar,Cummin Seed(Jeera),Other,15650
Gujarat,Bhavnagar,Groundnut,G20,3175
Gujarat,Bhavnagar,Methi Seeds,Other,2505
Gujarat,Bhavnagar,"Sesamum(Sesame,Gingelly,Til)",Black,6500
Gujarat,Bhavnagar,Tomato,Tomato,1100
Gujarat,Bhavnagar,Bajra(Pearl Millet/Cumbu),Hybrid,1200
Gujarat,Bhavnagar,Cotton,Shanker 6 (B) 30mm FIne,4200
Gujarat,Dahod,Arhar (Tur/Red Gram),Arhar (Whole),3600
Gujarat,Dahod,Bajra(Pearl Millet/Cumbu),Other,1200
Gujarat,Dahod,Beans,Beans (Whole),4600
Gujarat,Dahod,Bengal Gram(Gram),Desi (Whole),3620
Gujarat,Dahod,Black Gram (Urd Beans),Black Gram (Whole),3200
Gujarat,Dahod,Castor Seed,Castor seed,3650
Gujarat,Dahod,Castor Seed,Other,3500
Gujarat,Dahod,Corriander seed,Coriander Seed,7000
Gujarat,Dahod,Jowar(Sorghum),Jowar ( White),1300
Gujarat,Dahod,Soyabean,Soyabeen,3760
Gujarat,Dahod,Wheat,Lokwan,1740
Gujarat,Dahod,Bottle gourd,Bottle Gourd,700
Gujarat,Dahod,Brinjal,Brinjal,600
Gujarat,Dahod,Coriander(Leaves),Coriander,1500
Gujarat,Dahod,Ginger(Green),Green Ginger,3200
Gujarat,Dahod,Green Chilli,Green Chilly,2200
Gujarat,Dahod,Onion,Onion,700
Gujarat,Dahod,Potato,Potato,1300
Gujarat,Dahod,Tomato,Tomato,600
Gujarat,Dahod,Paddy(Dhan),Common,1385
Gujarat,Dahod,Paddy(Dhan),Common,1385
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),Other,1087
Gujarat,Gandhinagar,Castor Seed,Other,3875
Gujarat,Gandhinagar,Wheat,Other,1695
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),Other,1062
Gujarat,Gandhinagar,Castor Seed,Other,3862
Gujarat,Gandhinagar,Wheat,Other,1675
Gujarat,Gandhinagar,Barley (Jau),Deshi,1305
Gujarat,Gandhinagar,Castor Seed,Castor seed,3890
Gujarat,Gandhinagar,Guar Seed(Cluster Beans Seed),Split,3840
Gujarat,Gandhinagar,Mustard,Mustard,3425
Gujarat,Gandhinagar,Bottle gourd,Other,400
Gujarat,Gandhinagar,Green Chilli,Other,2500
Gujarat,Gandhinagar,Wheat,Other,1512
Gujarat,Jamnagar,Groundnut,G20,3300
Gujarat,Jamnagar,Black Gram (Urd Beans),Other,2675
Gujarat,Jamnagar,Castor Seed,Other,3465
Gujarat,Jamnagar,Cotton,Other,4740
Gujarat,Jamnagar,Cummin Seed(Jeera),Other,12500
Gujarat,Jamnagar,Mustard,Other,2950
Gujarat,Jamnagar,Wheat,Other,1640
Gujarat,Junagarh,Arhar (Tur/Red Gram),Arhar (Whole),4125
Gujarat,Junagarh,Bajra(Pearl Millet/Cumbu),Bold,1075
Gujarat,Junagarh,Black Gram (Urd Beans),Black Gram (Whole),3500
Gujarat,Junagarh,Castor Seed,Castor seed,3700
Gujarat,Junagarh,Corriander seed,Coriander Seed,4250
Gujarat,Junagarh,Cummin Seed(Jeera),Cummin Seed(Jeera),14000
Gujarat,Junagarh,Green Gram (Moong),Green (Whole),4000
Gujarat,Junagarh,Groundnut,Bold,3100
Gujarat,Junagarh,Groundnut (Split),Groundnut(Split),3800
Gujarat,Junagarh,Isabgul (Psyllium),Isabgul (Psyllium),6500
Gujarat,Junagarh,Jowar(Sorghum),Jowar ( White),1800
Gujarat,Junagarh,Kulthi(Horse Gram),Horse gram (Whole),3450
Gujarat,Junagarh,"Sesamum(Sesame,Gingelly,Til)",Black,7625
Gujarat,Junagarh,"Sesamum(Sesame,Gingelly,Til)",White,7750
Gujarat,Junagarh,Soyabean,Soyabeen,3575
Gujarat,Junagarh,Wheat,Lokwan,1575
Gujarat,Junagarh,Wheat,Sharbati,1750
Gujarat,Junagarh,Bajra(Pearl Millet/Cumbu),Hybrid,1280
Gujarat,Junagarh,Corriander seed,Coriander Seed,4500
Gujarat,Junagarh,Groundnut,G20,3530
Gujarat,Junagarh,Jowar(Sorghum),Jowar ( White),2300
Gujarat,Junagarh,Bottle gourd,Other,700
Gujarat,Junagarh,Brinjal,Other,850
Gujarat,Junagarh,Carrot,Other,1600
Gujarat,Junagarh,Green Chilli,Other,2900
Gujarat,Junagarh,Methi(Leaves),Other,2500
Gujarat,Junagarh,Black Gram (Urd Beans),Other,3180
Gujarat,Junagarh,Castor Seed,Other,3475
Gujarat,Junagarh,Cotton,Other,4495
Gujarat,Junagarh,Cummin Seed(Jeera),Other,12600
Gujarat,Junagarh,Ground Nut Seed,Ground Nut Seed,3950
Gujarat,Junagarh,Methi Seeds,Other,2775
Gujarat,Junagarh,Onion,Onion,325
Gujarat,Junagarh,"Sesamum(Sesame,Gingelly,Til)",Black,7365
Gujarat,Junagarh,"Sesamum(Sesame,Gingelly,Til)",White,6775
Gujarat,Junagarh,Wheat,Lokwan Gujrat,1600
Gujarat,Kheda,Castor Seed,Other,3900
Gujarat,Kheda,Mustard,Other,3375
Gujarat,Kheda,Soanf,Other,6000
Gujarat,Kheda,Wheat,Lokwan Gujrat,1600
Gujarat,Kheda,Soanf,Soanf,9400
Gujarat,Kheda,Bottle gourd,Bottle Gourd,225
Gujarat,Kheda,Brinjal,Brinjal,125
Gujarat,Kheda,Coriander(Leaves),Coriander,900
Gujarat,Kheda,Ginger(Green),Green Ginger,2550
Gujarat,Kheda,Lemon,Lemon,7750
Gujarat,Kheda,Onion,Onion,750
Gujarat,Kheda,Potato,Potato,1050
Gujarat,Kheda,Tomato,Tomato,250
Gujarat,Mehsana,Castor Seed,Other,3870
Gujarat,Mehsana,Cummin Seed(Jeera),Other,12400
Gujarat,Mehsana,Mustard,Other,3400
Gujarat,Mehsana,Suva (Dill Seed),Other,4282
Gujarat,Mehsana,Wheat,Other,1500
Gujarat,Mehsana,Castor Seed,Caster,3900
Gujarat,Mehsana,Guar Seed(Cluster Beans Seed),Whole,3800
Gujarat,Mehsana,Mustard,Mustard,3350
Gujarat,Mehsana,Soanf,Other,5500
Gujarat,Mehsana,Suva (Dill Seed),Suva (Dill Seed),4300
Gujarat,Mehsana,Cotton,Shanker 6 (B) 30mm FIne,5000
Gujarat,Mehsana,Castor Seed,Other,3925
Gujarat,Mehsana,Cotton,Other,5105
Gujarat,Mehsana,Mustard,Other,3410
Gujarat,Mehsana,Cummin Seed(Jeera),Cummin Seed(Jeera),14300
Gujarat,Mehsana,Isabgul (Psyllium),Isabgul (Psyllium),7050
Gujarat,Mehsana,Mustard,Mustard,3550
Gujarat,Mehsana,Mustard,Sarson(Black),4150
Gujarat,Mehsana,"Sesamum(Sesame,Gingelly,Til)",Sesame,7575
Gujarat,Mehsana,Soanf,Soanf,7250
Gujarat,Mehsana,Suva (Dill Seed),Suva (Dill Seed),4500
Gujarat,Mehsana,Castor Seed,Other,3920
Gujarat,Mehsana,Wheat,Other,1675
Gujarat,Mehsana,Castor Seed,Other,3900
Gujarat,Mehsana,Wheat,Other,1650
Gujarat,Mehsana,Castor Seed,Other,3925
Gujarat,Mehsana,Wheat,Other,1675
Gujarat,Morbi,Castor Seed,Other,3650
Gujarat,Morbi,Cotton,Other,4850
Gujarat,Morbi,Cummin Seed(Jeera),Other,13000
Gujarat,Morbi,Wheat,Other,1700
Gujarat,Panchmahals,Wheat,Other,1570
Gujarat,Panchmahals,Bajra(Pearl Millet/Cumbu),Other,1200
Gujarat,Patan,Castor Seed,Other,3900
Gujarat,Patan,Cummin Seed(Jeera),Cummin Seed(Jeera),14625
Gujarat,Patan,Isabgul (Psyllium),Isabgul (Psyllium),7000
Gujarat,Patan,Suva (Dill Seed),Other,4000
Gujarat,Patan,Wheat,Other,1875
Gujarat,Patan,Bajra(Pearl Millet/Cumbu),Deshi,1160
Gujarat,Patan,Barley (Jau),Deshi,1460
Gujarat,Patan,Castor Seed,Castor seed,3820
Gujarat,Patan,Cotton,H.Y.4 (Unginned),4495
Gujarat,Patan,Cummin Seed(Jeera),Cummin Seed(Jeera),12677
Gujarat,Patan,Guar Seed(Cluster Beans Seed),Split,3690
Gujarat,Patan,Isabgul (Psyllium),Isabgul (Psyllium),6235
Gujarat,Patan,Jowar(Sorghum),Jowar ( White),4687
Gujarat,Patan,Methi(Leaves),Other,2772
Gujarat,Patan,Mustard,Mustard,3420
Gujarat,Patan,Rajgir,Other,4055
Gujarat,Patan,Soanf,Soanf,6427
Gujarat,Patan,Suva (Dill Seed),Suva (Dill Seed),4132
Gujarat,Patan,Wheat,Hybrid,1912
Gujarat,Porbandar,Bajra(Pearl Millet/Cumbu),Other,1175
Gujarat,Porbandar,Black Gram (Urd Beans),Black Gram (Whole),3250
Gujarat,Porbandar,Corriander seed,Coriander Seed,4400
Gujarat,Porbandar,Cummin Seed(Jeera),Cummin Seed(Jeera),12475
Gujarat,Porbandar,Ground Nut Seed,Ground Nut Seed,3675
Gujarat,Porbandar,Groundnut,Bold,3325
Gujarat,Porbandar,Jowar(Sorghum),Other,2175
Gujarat,Porbandar,"Sesamum(Sesame,Gingelly,Til)",White,7150
Gujarat,Porbandar,Wheat,Lokwan,1585
Gujarat,Porbandar,Wheat,Other,1775
Gujarat,Rajkot,Castor Seed,Castor seed,3680
Gujarat,Rajkot,"Sesamum(Sesame,Gingelly,Til)",Black,7205
Gujarat,Rajkot,Wheat,Lokwan,1560
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),Deshi,1000
Gujarat,Rajkot,Black Gram (Urd Beans),Other,2900
Gujarat,Rajkot,Castor Seed,Castor seed,3550
Gujarat,Rajkot,Cotton,Other,980
Gujarat,Rajkot,Cummin Seed(Jeera),Cummin Seed(Jeera),13500
Gujarat,Rajkot,Garlic,Garlic,1250
Gujarat,Rajkot,Groundnut,G20,3425
Gujarat,Rajkot,Jowar(Sorghum),Jowar ( White),2125
Gujarat,Rajkot,Kulthi(Horse Gram),Horse gram (Whole),1750
Gujarat,Rajkot,Methi Seeds,Methiseeds,2575
Gujarat,Rajkot,Mustard,Mustard,3750
Gujarat,Rajkot,"Sesamum(Sesame,Gingelly,Til)",Black,7000
Gujarat,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,6750
Gujarat,Rajkot,Arhar (Tur/Red Gram),Arhar (Whole),4250
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),Deshi,1250
Gujarat,Rajkot,Bengal Gram(Gram),Desi (Whole),3500
Gujarat,Rajkot,Black Gram (Urd Beans),Desi,3500
Gujarat,Rajkot,Castor Seed,Caster,3700
Gujarat,Rajkot,Chili Red,Red,9000
Gujarat,Rajkot,Corriander seed,Coriander Seed,6000
Gujarat,Rajkot,Cotton,Narma BT Cotton,4750
Gujarat,Rajkot,Cummin Seed(Jeera),Cummin Seed(Jeera),14000
Gujarat,Rajkot,Garlic,Garlic,1250
Gujarat,Rajkot,Green Gram (Moong),Green (Whole),5250
Gujarat,Rajkot,Jowar(Sorghum),Jowar ( White),3425
Gujarat,Rajkot,Maize,Red,1375
Gujarat,Rajkot,Methi Seeds,Methiseeds,3500
Gujarat,Rajkot,Mustard,Mustard,3500
Gujarat,Rajkot,"Sesamum(Sesame,Gingelly,Til)",Black,8000
Gujarat,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,8000
Gujarat,Rajkot,Wheat,Lokwan,1725
Gujarat,Rajkot,Wheat,Sharbati,1925
Gujarat,Rajkot,Bottle gourd,Bottle Gourd,700
Gujarat,Rajkot,Brinjal,Brinjal,400
Gujarat,Rajkot,Cluster beans,Cluster Beans,3000
Gujarat,Rajkot,Coriander(Leaves),Coriander,625
Gujarat,Rajkot,Ginger(Green),Green Ginger,3250
Gujarat,Rajkot,Green Chilli,Green Chilly,2000
Gujarat,Rajkot,Lemon,Lemon,8500
Gujarat,Rajkot,Onion,Onion,500
Gujarat,Rajkot,Potato,Potato,1325
Gujarat,Rajkot,Tomato,Tomato,375
Gujarat,Sabarkantha,Bengal Gram(Gram),Desi (Whole),3375
Gujarat,Sabarkantha,Castor Seed,Castor seed,3900
Gujarat,Sabarkantha,Guar Seed(Cluster Beans Seed),Other,3600
Gujarat,Sabarkantha,Wheat,Other,1692
Gujarat,Sabarkantha,Castor Seed,Other,4000
Gujarat,Sabarkantha,Mustard,Other,3400
Gujarat,Sabarkantha,Soanf,Other,7500
Gujarat,Sabarkantha,Wheat,Other,1735
Gujarat,Sabarkantha,Castor Seed,Castor seed,3850
Gujarat,Sabarkantha,Castor Seed,Castor seed,3800
Gujarat,Sabarkantha,Bajra(Pearl Millet/Cumbu),Other,1113
Gujarat,Sabarkantha,Black Gram (Urd Beans),Other,2175
Gujarat,Sabarkantha,Castor Seed,Caster,3865
Gujarat,Sabarkantha,Soanf,Other,7658
Gujarat,Sabarkantha,Wheat,Other,1758
Gujarat,Surat,Wheat,Other,1425
Gujarat,Surat,Cotton,Other,4400
Gujarat,Surat,Wheat,Lokwan,1350
Gujarat,Surat,Wheat,Other,1425
Gujarat,Surat,Bottle gourd,Other,1050
Gujarat,Surat,Brinjal,Other,875
Gujarat,Surat,Carrot,Other,800
Gujarat,Surat,Green Chilli,Other,2150
Gujarat,Surat,Black Gram (Urd Beans),Other,3750
Gujarat,Surat,Bottle gourd,Other,850
Gujarat,Surat,Brinjal,Other,350
Gujarat,Surat,Jowar(Sorghum),Other,1675
Gujarat,Surat,Wheat,Other,1550
Gujarat,Surendranagar,Cotton,Shanker 6 (B) 30mm FIne,4500
Gujarat,Surendranagar,Cummin Seed(Jeera),Cummin Seed(Jeera),12000
Gujarat,Surendranagar,Wheat,Hybrid,1700
Gujarat,Surendranagar,Cotton,Other,4875
Gujarat,Surendranagar,Cummin Seed(Jeera),Other,13700
Gujarat,Surendranagar,Guar Seed(Cluster Beans Seed),Other,3750
Gujarat,Surendranagar,Methi Seeds,Other,2750
Gujarat,Surendranagar,"Sesamum(Sesame,Gingelly,Til)",White,7000
Gujarat,Surendranagar,Soanf,Other,6000
Gujarat,Surendranagar,Wheat,Other,1525
Gujarat,Surendranagar,Bottle gourd,Bottle Gourd,875
Gujarat,Surendranagar,Brinjal,Brinjal,1125
Gujarat,Surendranagar,Castor Seed,Castor seed,3843
Gujarat,Surendranagar,Coriander(Leaves),Coriander,800
Gujarat,Surendranagar,Cummin Seed(Jeera),Cummin Seed(Jeera),12028
Gujarat,Surendranagar,Green Chilli,Green Chilly,1750
Gujarat,Surendranagar,Lemon,Lemon,2000
Gujarat,Surendranagar,Onion,Onion,1125
Gujarat,Surendranagar,Tomato,Tomato,625
Gujarat,Vadodara(Baroda),Cotton,Shanker 6 (B) 30mm FIne,4650
Gujarat,Vadodara(Baroda),Cotton,Shanker 6 (B) 30mm FIne,4650
Gujarat,Vadodara(Baroda),Cotton,Shanker 6 (B) 30mm FIne,4650
Gujarat,Valsad,Bottle gourd,Other,375
Haryana,Ambala,Bottle gourd,Bottle Gourd,700
Haryana,Ambala,Cauliflower,Cauliflower,500
Haryana,Ambala,Cucumbar(Kheera),Other,900
Haryana,Ambala,Green Chilli,Green Chilly,2000
Haryana,Ambala,Pumpkin,Pumpkin,800
Haryana,Ambala,Apple,Other,11000
Haryana,Ambala,Bhindi(Ladies Finger),Bhindi,5200
Haryana,Ambala,Bitter gourd,Bitter Gourd,3000
Haryana,Ambala,Bottle gourd,Bottle Gourd,600
Haryana,Ambala,Cabbage,Other,500
Haryana,Ambala,Capsicum,Capsicum,2000
Haryana,Ambala,Carrot,Carrot,1500
Haryana,Ambala,Cauliflower,Cauliflower,400
Haryana,Ambala,Coriander(Leaves),Coriander,600
Haryana,Ambala,Cucumbar(Kheera),Cucumbar,600
Haryana,Ambala,Ginger(Dry),Other,4000
Haryana,Ambala,Green Chilli,Green Chilly,1500
Haryana,Ambala,Lemon,Other,8000
Haryana,Ambala,Long Melon(Kakri),Other,1400
Haryana,Ambala,Mango,Other,11000
Haryana,Ambala,Peas Wet,Peas Wet,3000
Haryana,Ambala,Pumpkin,Pumpkin,480
Haryana,Ambala,Raddish,Raddish,280
Haryana,Ambala,Spinach,Spinach,700
Haryana,Ambala,Banana,Other,3000
Haryana,Ambala,Ber(Zizyphus/Borehannu),Ber(Zizyphus),1111
Haryana,Ambala,Bhindi(Ladies Finger),Bhindi,4000
Haryana,Ambala,Bitter gourd,Bitter Gourd,3370
Haryana,Ambala,Bottle gourd,Bottle Gourd,700
Haryana,Ambala,Brinjal,Round,500
Haryana,Ambala,Coriander(Leaves),Coriander,509
Haryana,Ambala,Cucumbar(Kheera),Cucumbar,500
Haryana,Ambala,Garlic,Desi,2000
Haryana,Ambala,Grapes,Green,5000
Haryana,Ambala,Green Chilli,Green Chilly,1800
Haryana,Ambala,Mousambi(Sweet Lime),Other,4000
Haryana,Ambala,Onion,Local,1200
Haryana,Ambala,Peas Wet,Peas Wet,4000
Haryana,Ambala,Potato,Local,600
Haryana,Ambala,Pumpkin,Pumpkin,500
Haryana,Ambala,Spinach,Spinach,596
Haryana,Ambala,Tomato,Local,500
Haryana,Ambala,Turnip,Other,500
Haryana,Bhiwani,Mustard,Other,4000
Haryana,Bhiwani,Mustard,Other,4000
Haryana,Faridabad,Apple,Other,6000
Haryana,Faridabad,Banana,Other,2500
Haryana,Faridabad,Bhindi(Ladies Finger),Other,2800
Haryana,Faridabad,Bitter gourd,Other,900
Haryana,Faridabad,Bottle gourd,Other,400
Haryana,Faridabad,Brinjal,Other,900
Haryana,Faridabad,Cabbage,Other,400
Haryana,Faridabad,Capsicum,Capsicum,700
Haryana,Faridabad,Cauliflower,Other,500
Haryana,Faridabad,Cucumbar(Kheera),Other,400
Haryana,Faridabad,Grapes,Other,5500
Haryana,Faridabad,Green Chilli,Other,1800
Haryana,Faridabad,Mango,Other,6500
Haryana,Faridabad,Onion,Other,700
Haryana,Faridabad,Orange,Other,2500
Haryana,Faridabad,Pine Apple,Other,1800
Haryana,Faridabad,Pomegranate,Other,6500
Haryana,Faridabad,Potato,Other,800
Haryana,Faridabad,Pumpkin,Other,500
Haryana,Faridabad,Raddish,Other,900
Haryana,Faridabad,Tomato,Other,400
Haryana,Faridabad,Water Melon,Other,900
Haryana,Faridabad,Bhindi(Ladies Finger),Other,2250
Haryana,Faridabad,Bitter gourd,Other,2250
Haryana,Faridabad,Brinjal,Other,650
Haryana,Faridabad,Cabbage,Other,300
Haryana,Faridabad,Cauliflower,Cauliflower,650
Haryana,Faridabad,Chikoos(Sapota),Other,1900
Haryana,Faridabad,Cucumbar(Kheera),Other,300
Haryana,Faridabad,Grapes,Other,4500
Haryana,Faridabad,Green Chilli,Other,1350
Haryana,Faridabad,Mango,Other,7900
Haryana,Faridabad,Onion,Other,750
Haryana,Faridabad,Orange,Other,5500
Haryana,Faridabad,Pomegranate,Other,6500
Haryana,Faridabad,Potato,Other,900
Haryana,Faridabad,Tomato,Other,800
Haryana,Faridabad,Water Melon,Other,900
Haryana,Fatehabad,Apple,Other,10000
Haryana,Fatehabad,Banana,Other,1400
Haryana,Fatehabad,Ber(Zizyphus/Borehannu),Other,1500
Haryana,Fatehabad,Bhindi(Ladies Finger),Other,5500
Haryana,Fatehabad,Bitter gourd,Other,3500
Haryana,Fatehabad,Bottle gourd,Other,1000
Haryana,Fatehabad,Brinjal,Other,900
Haryana,Fatehabad,Cabbage,Other,500
Haryana,Fatehabad,Carrot,Other,400
Haryana,Fatehabad,Cauliflower,Other,500
Haryana,Fatehabad,Chikoos(Sapota),Other,2200
Haryana,Fatehabad,Cucumbar(Kheera),Other,600
Haryana,Fatehabad,Garlic,Other,2500
Haryana,Fatehabad,Ginger(Dry),Other,3000
Haryana,Fatehabad,Grapes,Other,4500
Haryana,Fatehabad,Green Peas,Other,3500
Haryana,Fatehabad,Karbuja(Musk Melon),Other,3500
Haryana,Fatehabad,Lemon,Other,8000
Haryana,Fatehabad,Linseed,Other,1000
Haryana,Fatehabad,Mango,Other,10000
Haryana,Fatehabad,Mousambi(Sweet Lime),Other,4000
Haryana,Fatehabad,Onion,Other,900
Haryana,Fatehabad,Orange,Other,5200
Haryana,Fatehabad,Pomegranate,Other,9000
