state,district,commodity,variety,modal_price
Uttar Pradesh,Farukhabad,Gur(Jaggery),Other,3080
Uttar Pradesh,Farukhabad,Maize,Hybrid,1160
Uttar Pradesh,Farukhabad,Mustard,Lohi Black,3300
Uttar Pradesh,Farukhabad,Mustard Oil,Mustard Oil,8850
Uttar Pradesh,Farukhabad,Potato,Desi,750
Uttar Pradesh,Farukhabad,Rice,III,2290
Uttar Pradesh,Farukhabad,Tomato,Hybrid,850
Uttar Pradesh,Farukhabad,Wheat,Dara,1570
Uttar Pradesh,Fatehpur,Apple,Kasmir/Shimla - II,6500
Uttar Pradesh,Fatehpur,Arhar (Tur/Red Gram),Arhar (Whole),4260
Uttar Pradesh,Fatehpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),5950
Uttar Pradesh,Fatehpur,Banana,Medium,2300
Uttar Pradesh,Fatehpur,Black Gram Dal (Urd Dal),Black Gram Dal,5790
Uttar Pradesh,Fatehpur,Bottle gourd,Bottle Gourd,800
Uttar Pradesh,Fatehpur,Cauliflower,Cauliflower,1200
Uttar Pradesh,Fatehpur,Garlic,Garlic,2150
Uttar Pradesh,Fatehpur,Green Chilli,Green Chilly,1850
Uttar Pradesh,Fatehpur,Green Gram (Moong),Green (Whole),4950
Uttar Pradesh,Fatehpur,Green Gram Dal (Moong Dal),Green Gram Dal,5860
Uttar Pradesh,Fatehpur,Gur(Jaggery),Other,3050
Uttar Pradesh,Fatehpur,Lemon,Lemon,2400
Uttar Pradesh,Fatehpur,Masur Dal,Masur Dal,4950
Uttar Pradesh,Fatehpur,Mousambi(Sweet Lime),Mousambi,3300
Uttar Pradesh,Fatehpur,Mustard,Sarson(Black),3340
Uttar Pradesh,Fatehpur,Mustard Oil,Mustard Oil,8700
Uttar Pradesh,Fatehpur,Onion,Red,1150
Uttar Pradesh,Fatehpur,Paddy(Dhan),Paddy Coarse,1500
Uttar Pradesh,Fatehpur,Paddy(Dhan),Paddy fine,2060
Uttar Pradesh,Fatehpur,Potato,Potato,780
Uttar Pradesh,Fatehpur,Pumpkin,Pumpkin,800
Uttar Pradesh,Fatehpur,Rice,Coarse,2300
Uttar Pradesh,Fatehpur,Tomato,Other,600
Uttar Pradesh,Fatehpur,Wheat,Dara,1720
Uttar Pradesh,Fatehpur,Apple,Other,8060
Uttar Pradesh,Fatehpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),6200
Uttar Pradesh,Fatehpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,4840
Uttar Pradesh,Fatehpur,Bengal Gram(Gram),Desi (Whole),4600
Uttar Pradesh,Fatehpur,Bhindi(Ladies Finger),Bhindi,2230
Uttar Pradesh,Fatehpur,Black Gram Dal (Urd Dal),Black Gram Dal,5250
Uttar Pradesh,Fatehpur,Bottle gourd,Bottle Gourd,925
Uttar Pradesh,Fatehpur,Brinjal,Brinjal,620
Uttar Pradesh,Fatehpur,Cabbage,Cabbage,380
Uttar Pradesh,Fatehpur,Carrot,Carrot,550
Uttar Pradesh,Fatehpur,Cauliflower,Cauliflower,450
Uttar Pradesh,Fatehpur,Garlic,Garlic,1530
Uttar Pradesh,Fatehpur,Ginger(Green),Green Ginger,3530
Uttar Pradesh,Fatehpur,Green Chilli,Green Chilly,1220
Uttar Pradesh,Fatehpur,Green Gram Dal (Moong Dal),Green Gram Dal,6020
Uttar Pradesh,Fatehpur,Gur(Jaggery),Other,3150
Uttar Pradesh,Fatehpur,Mustard,Sarson(Black),3410
Uttar Pradesh,Fatehpur,Mustard Oil,Other,9240
Uttar Pradesh,Fatehpur,Onion,Red,810
Uttar Pradesh,Fatehpur,Pointed gourd (Parval),Pointed gourd (Parval),2350
Uttar Pradesh,Fatehpur,Potato,Desi,900
Uttar Pradesh,Fatehpur,Pumpkin,Pumpkin,800
Uttar Pradesh,Fatehpur,Rice,III,2290
Uttar Pradesh,Fatehpur,Tomato,Deshi,250
Uttar Pradesh,Fatehpur,Wheat,Dara,1545
Uttar Pradesh,Fatehpur,Potato,F.A.Q.,400
Uttar Pradesh,Fatehpur,Wheat,Dara,1540
Uttar Pradesh,Firozabad,Bajra(Pearl Millet/Cumbu),Deshi,1115
Uttar Pradesh,Firozabad,Banana,Banana - Ripe,800
Uttar Pradesh,Firozabad,Bhindi(Ladies Finger),Bhindi,1300
Uttar Pradesh,Firozabad,Bottle gourd,Bottle Gourd,700
Uttar Pradesh,Firozabad,Brinjal,Round,500
Uttar Pradesh,Firozabad,Carrot,Carrot,900
Uttar Pradesh,Firozabad,Cauliflower,Cauliflower,500
Uttar Pradesh,Firozabad,Green Chilli,Green Chilly,1900
Uttar Pradesh,Firozabad,Papaya,Papaya,700
Uttar Pradesh,Firozabad,Potato,Local,800
Uttar Pradesh,Firozabad,Pumpkin,Pumpkin,700
Uttar Pradesh,Firozabad,Raddish,Raddish,500
Uttar Pradesh,Firozabad,Tomato,Tomato,500
Uttar Pradesh,Firozabad,Apple,Other,7200
Uttar Pradesh,Firozabad,Bajra(Pearl Millet/Cumbu),Hybrid,1110
Uttar Pradesh,Firozabad,Banana,Other,2550
Uttar Pradesh,Firozabad,Banana - Green,Other,1100
Uttar Pradesh,Firozabad,Barley (Jau),Dara,1550
Uttar Pradesh,Firozabad,Bhindi(Ladies Finger),Other,3000
Uttar Pradesh,Firozabad,Bottle gourd,Other,550
Uttar Pradesh,Firozabad,Brinjal,Other,750
Uttar Pradesh,Firozabad,Cabbage,Other,450
Uttar Pradesh,Firozabad,Capsicum,Other,2100
Uttar Pradesh,Firozabad,Cauliflower,Other,820
Uttar Pradesh,Firozabad,Ginger(Green),Other,4050
Uttar Pradesh,Firozabad,Grapes,Other,4600
Uttar Pradesh,Firozabad,Green Chilli,Green Chilly,1600
Uttar Pradesh,Firozabad,Gur(Jaggery),Red,2400
Uttar Pradesh,Firozabad,Jack Fruit,Other,2150
Uttar Pradesh,Firozabad,Lemon,Other,7150
Uttar Pradesh,Firozabad,Maize,Hybrid,1220
Uttar Pradesh,Firozabad,Mustard,Sarson(Black),3350
Uttar Pradesh,Firozabad,Onion,Red,1020
Uttar Pradesh,Firozabad,Orange,Other,3600
Uttar Pradesh,Firozabad,Papaya,Other,1625
Uttar Pradesh,Firozabad,Potato,Local,1100
Uttar Pradesh,Firozabad,Pumpkin,Other,620
Uttar Pradesh,Firozabad,Rice,Other,2740
Uttar Pradesh,Firozabad,Sponge gourd,Other,3800
Uttar Pradesh,Firozabad,Tomato,Hybrid,750
Uttar Pradesh,Firozabad,Wheat,Dara,1640
Uttar Pradesh,Firozabad,Apple,Delicious,5510
Uttar Pradesh,Firozabad,Bajra(Pearl Millet/Cumbu),Deshi,1130
Uttar Pradesh,Firozabad,Banana,Banana - Ripe,1980
Uttar Pradesh,Firozabad,Bhindi(Ladies Finger),Bhindi,2930
Uttar Pradesh,Firozabad,Bottle gourd,Bottle Gourd,1175
Uttar Pradesh,Firozabad,Brinjal,Round,1300
Uttar Pradesh,Firozabad,Cabbage,Cabbage,640
Uttar Pradesh,Firozabad,Capsicum,Capsicum,1770
Uttar Pradesh,Firozabad,Carrot,Carrot,1090
Uttar Pradesh,Firozabad,Cauliflower,African Sarson,675
Uttar Pradesh,Firozabad,Coriander(Leaves),Coriander,2240
Uttar Pradesh,Firozabad,Cucumbar(Kheera),Cucumbar,1400
Uttar Pradesh,Firozabad,Field Pea,Field Pea,1875
Uttar Pradesh,Firozabad,Ginger(Green),Green Ginger,2450
Uttar Pradesh,Firozabad,Green Chilli,Green Chilly,2900
Uttar Pradesh,Firozabad,Gur(Jaggery),Other,2800
Uttar Pradesh,Firozabad,Lemon,Lemon,4400
Uttar Pradesh,Firozabad,Mustard,Lohi Black,3350
Uttar Pradesh,Firozabad,Onion,Red,1130
Uttar Pradesh,Firozabad,Papaya,Other,1770
Uttar Pradesh,Firozabad,Potato,Local,900
Uttar Pradesh,Firozabad,Pumpkin,Pumpkin,1235
Uttar Pradesh,Firozabad,Raddish,Raddish,550
Uttar Pradesh,Firozabad,Rice,III,2610
Uttar Pradesh,Firozabad,Spinach,Other,725
Uttar Pradesh,Firozabad,Tomato,Deshi,740
Uttar Pradesh,Firozabad,Wheat,Dara,1642
Uttar Pradesh,Gautam Budh Nagar,Apple,Kasmir/Shimla - II,6350
Uttar Pradesh,Gautam Budh Nagar,Arhar Dal(Tur Dal),Arhar Dal(Tur),6200
Uttar Pradesh,Gautam Budh Nagar,Banana - Green,Banana - Green,1670
Uttar Pradesh,Gautam Budh Nagar,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,4900
Uttar Pradesh,Gautam Budh Nagar,Bengal Gram(Gram),Desi (Whole),4450
Uttar Pradesh,Gautam Budh Nagar,Black Gram Dal (Urd Dal),Black Gram Dal,6100
Uttar Pradesh,Gautam Budh Nagar,Bottle gourd,Bottle Gourd,710
Uttar Pradesh,Gautam Budh Nagar,Brinjal,Round/Long,1040
Uttar Pradesh,Gautam Budh Nagar,Carrot,Carrot,840
Uttar Pradesh,Gautam Budh Nagar,Cauliflower,Cauliflower,680
Uttar Pradesh,Gautam Budh Nagar,Green Chilli,Green Chilly,1520
Uttar Pradesh,Gautam Budh Nagar,Green Gram Dal (Moong Dal),Green Gram Dal,6200
Uttar Pradesh,Gautam Budh Nagar,Gur(Jaggery),Yellow,2850
Uttar Pradesh,Gautam Budh Nagar,Masur Dal,Masur Dal,5120
Uttar Pradesh,Gautam Budh Nagar,Mustard Oil,Mustard Oil,8450
Uttar Pradesh,Gautam Budh Nagar,Onion,Red,1150
Uttar Pradesh,Gautam Budh Nagar,Paddy(Dhan),1121,3360
Uttar Pradesh,Gautam Budh Nagar,Papaya,Papaya,1520
Uttar Pradesh,Gautam Budh Nagar,Potato,Desi,850
Uttar Pradesh,Gautam Budh Nagar,Pumpkin,Pumpkin,730
Uttar Pradesh,Gautam Budh Nagar,Raddish,Raddish,525
Uttar Pradesh,Gautam Budh Nagar,Rice,III,2640
Uttar Pradesh,Gautam Budh Nagar,Tomato,Deshi,720
Uttar Pradesh,Gautam Budh Nagar,Wheat,Dara,1735
Uttar Pradesh,Gautam Budh Nagar,White Peas,White Peas,3270
Uttar Pradesh,Gautam Budh Nagar,Brinjal,Other,500
Uttar Pradesh,Gautam Budh Nagar,Potato,Potato,400
Uttar Pradesh,Gautam Budh Nagar,Pumpkin,Other,400
Uttar Pradesh,Gautam Budh Nagar,Tomato,Other,500
Uttar Pradesh,Ghaziabad,Apple,Kasmir/Shimla - II,6425
Uttar Pradesh,Ghaziabad,Banana - Green,Banana - Green,1665
Uttar Pradesh,Ghaziabad,Bengal Gram(Gram),Desi (Whole),4420
Uttar Pradesh,Ghaziabad,Bottle gourd,Bottle Gourd,1325
Uttar Pradesh,Ghaziabad,Brinjal,Round/Long,1265
Uttar Pradesh,Ghaziabad,Cauliflower,Cauliflower,650
Uttar Pradesh,Ghaziabad,Green Chilli,Green Chilly,2115
Uttar Pradesh,Ghaziabad,Gur(Jaggery),Other,2880
Uttar Pradesh,Ghaziabad,Mustard Oil,Other,8500
Uttar Pradesh,Ghaziabad,Pomegranate,Pomogranate,5000
Uttar Pradesh,Ghaziabad,Potato,Desi,885
Uttar Pradesh,Ghaziabad,Apple,Other,6000
Uttar Pradesh,Ghaziabad,Banana,Other,1550
Uttar Pradesh,Ghaziabad,Bengal Gram(Gram),Desi (Whole),4400
Uttar Pradesh,Ghaziabad,Bottle gourd,Bottle Gourd,900
Uttar Pradesh,Ghaziabad,Brinjal,Round/Long,1050
Uttar Pradesh,Ghaziabad,Cabbage,Cabbage,580
Uttar Pradesh,Ghaziabad,Green Chilli,Green Chilly,2050
Uttar Pradesh,Ghaziabad,Gur(Jaggery),Other,2280
Uttar Pradesh,Ghaziabad,Lemon,Lemon,2550
Uttar Pradesh,Ghaziabad,Mousambi(Sweet Lime),Other,2400
Uttar Pradesh,Ghaziabad,Mustard,Lohi Black,3590
Uttar Pradesh,Ghaziabad,Mustard Oil,Other,8160
Uttar Pradesh,Ghaziabad,Onion,Red,950
Uttar Pradesh,Ghaziabad,Papaya,Other,1300
Uttar Pradesh,Ghaziabad,Potato,Desi,790
Uttar Pradesh,Ghaziabad,Raddish,Other,370
Uttar Pradesh,Ghaziabad,Rice,III,2700
Uttar Pradesh,Ghaziabad,Tomato,Deshi,680
Uttar Pradesh,Ghaziabad,Wheat,Dara,1680
Uttar Pradesh,Ghaziabad,Bottle gourd,Bottle Gourd,530
Uttar Pradesh,Ghaziabad,Brinjal,Brinjal,750
Uttar Pradesh,Ghaziabad,Carrot,Carrot,950
Uttar Pradesh,Ghaziabad,Cauliflower,Cauliflower,950
Uttar Pradesh,Ghaziabad,Cucumbar(Kheera),Cucumbar,550
Uttar Pradesh,Ghaziabad,Ginger(Green),Green Ginger,3750
Uttar Pradesh,Ghaziabad,Green Chilli,Green Chilly,1900
Uttar Pradesh,Ghaziabad,Lemon,Lemon,7070
Uttar Pradesh,Ghaziabad,Potato,Other,750
Uttar Pradesh,Ghaziabad,Pumpkin,Pumpkin,420
Uttar Pradesh,Ghaziabad,Raddish,Raddish,360
Uttar Pradesh,Ghaziabad,Tomato,Deshi,850
Uttar Pradesh,Ghaziabad,Bottle gourd,Bottle Gourd,1140
Uttar Pradesh,Ghaziabad,Brinjal,Round/Long,1130
Uttar Pradesh,Ghaziabad,Carrot,Carrot,815
Uttar Pradesh,Ghaziabad,Onion,Onion,1232
Uttar Pradesh,Ghaziabad,Potato,Desi,805
Uttar Pradesh,Ghazipur,Potato,Potato,600
Uttar Pradesh,Ghazipur,Wheat,Dara,1735
Uttar Pradesh,Gonda,Apple,Delicious,6160
Uttar Pradesh,Gonda,Banana - Green,Banana - Green,1190
Uttar Pradesh,Gonda,Bengal Gram(Gram),Desi (Whole),5165
Uttar Pradesh,Gonda,Bottle gourd,Bottle Gourd,1300
Uttar Pradesh,Gonda,Brinjal,Round/Long,1250
Uttar Pradesh,Gonda,Green Chilli,Green Chilly,2300
Uttar Pradesh,Gonda,Gur(Jaggery),Pathari,3020
Uttar Pradesh,Gonda,Lemon,Other,3265
Uttar Pradesh,Gonda,Lentil(Masur),Masoor Gola,4025
Uttar Pradesh,Gonda,Maize,Yellow,1225
Uttar Pradesh,Gonda,Mousambi(Sweet Lime),Mousambi,3650
Uttar Pradesh,Gonda,Mustard,Sarson(Black),3265
Uttar Pradesh,Gonda,Onion,Red,1200
Uttar Pradesh,Gonda,Paddy(Dhan),Common,1400
Uttar Pradesh,Gonda,Potato,Desi,895
Uttar Pradesh,Gonda,Rice,III,2150
Uttar Pradesh,Gonda,Tomato,Deshi,800
Uttar Pradesh,Gonda,Wheat,Dara,1600
Uttar Pradesh,Gonda,White Peas,White Peas,2945
Uttar Pradesh,Gorakhpur,Onion,Red,1200
Uttar Pradesh,Gorakhpur,Paddy(Dhan),Paddy Coarse,1525
Uttar Pradesh,Gorakhpur,Potato,Potato,860
Uttar Pradesh,Gorakhpur,Rice,III,2140
Uttar Pradesh,Gorakhpur,Wheat,Dara,1685
Uttar Pradesh,Gorakhpur,Apple,Delicious,6300
Uttar Pradesh,Gorakhpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),6000
Uttar Pradesh,Gorakhpur,Banana - Green,Banana - Green,1180
Uttar Pradesh,Gorakhpur,Barley (Jau),Dara,1635
Uttar Pradesh,Gorakhpur,Bengal Gram Dal (Chana Dal),Bengal Gram (Split),5325
Uttar Pradesh,Gorakhpur,Bengal Gram(Gram),Desi (Whole),4815
Uttar Pradesh,Gorakhpur,Black Gram (Urd Beans),Black Gram Dal,5220
Uttar Pradesh,Gorakhpur,Black Gram Dal (Urd Dal),Black Gram Dal,5825
Uttar Pradesh,Gorakhpur,Bottle gourd,Bottle Gourd,1050
Uttar Pradesh,Gorakhpur,Brinjal,Brinjal,920
Uttar Pradesh,Gorakhpur,Garlic,Garlic,2350
Uttar Pradesh,Gorakhpur,Ginger(Green),Green Ginger,2875
Uttar Pradesh,Gorakhpur,Green Chilli,Green Chilly,1150
Uttar Pradesh,Gorakhpur,Green Gram (Moong),Green (Whole),5720
Uttar Pradesh,Gorakhpur,Gur(Jaggery),Red,3050
Uttar Pradesh,Gorakhpur,Lentil(Masur),Masoor Gola,4250
Uttar Pradesh,Gorakhpur,Maize,Yellow,1440
Uttar Pradesh,Gorakhpur,Mousambi(Sweet Lime),Mousambi,3280
Uttar Pradesh,Gorakhpur,Mustard,Lohi Black,3950
Uttar Pradesh,Gorakhpur,Mustard Oil,Mustard Oil,9850
Uttar Pradesh,Gorakhpur,Onion,Red,1115
Uttar Pradesh,Gorakhpur,Paddy(Dhan),Paddy Coarse,1520
Uttar Pradesh,Gorakhpur,Peas(Dry),Peas(Dry),3025
Uttar Pradesh,Gorakhpur,Pomegranate,Pomogranate,5150
Uttar Pradesh,Gorakhpur,Potato,Potato,840
Uttar Pradesh,Gorakhpur,Pumpkin,Pumpkin,900
Uttar Pradesh,Gorakhpur,Rice,III,2155
Uttar Pradesh,Gorakhpur,Tomato,Tomato,785
Uttar Pradesh,Gorakhpur,Wheat,Dara,1680
Uttar Pradesh,Gorakhpur,Banana - Green,Banana - Green,800
Uttar Pradesh,Gorakhpur,Bengal Gram(Gram),Desi (Whole),5500
Uttar Pradesh,Gorakhpur,Gur(Jaggery),Black,3100
Uttar Pradesh,Gorakhpur,Onion,Red,1200
Uttar Pradesh,Gorakhpur,Paddy(Dhan),Paddy Coarse,1550
Uttar Pradesh,Gorakhpur,Potato,Potato,900
Uttar Pradesh,Gorakhpur,Rice,Common,2000
Uttar Pradesh,Gorakhpur,Wheat,Dara,1735
Uttar Pradesh,Gorakhpur,White Peas,White Peas,2800
Uttar Pradesh,Hamirpur,Gur(Jaggery),Other,3300
Uttar Pradesh,Hamirpur,Lentil(Masur),Other,3000
Uttar Pradesh,Hamirpur,Mustard,Mustard,3300
Uttar Pradesh,Hamirpur,Mustard Oil,Other,8000
Uttar Pradesh,Hamirpur,Onion,Red,1000
Uttar Pradesh,Hamirpur,Peas(Dry),Other,2700
Uttar Pradesh,Hamirpur,Potato,Other,725
Uttar Pradesh,Hamirpur,Rice,III,2000
Uttar Pradesh,Hamirpur,Wheat,Other,1735
Uttar Pradesh,Hamirpur,Gur(Jaggery),Other,3115
Uttar Pradesh,Hamirpur,Onion,Red,915
Uttar Pradesh,Hamirpur,Potato,Other,700
Uttar Pradesh,Hamirpur,Rice,III,2025
Uttar Pradesh,Hamirpur,Wheat,Dara,1735
Uttar Pradesh,Hamirpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),6000
Uttar Pradesh,Hamirpur,Barley (Jau),Dara,1240
Uttar Pradesh,Hamirpur,Bengal Gram(Gram),Desi (Whole),3600
Uttar Pradesh,Hamirpur,Lentil(Masur),Kala Masoor New,3150
Uttar Pradesh,Hamirpur,Mustard,Sarson(Black),3300
Uttar Pradesh,Hamirpur,Onion,Red,950
Uttar Pradesh,Hamirpur,Peas(Dry),Other,2650
Uttar Pradesh,Hamirpur,Potato,Desi,750
Uttar Pradesh,Hamirpur,Wheat,Dara,1735
Uttar Pradesh,Hamirpur,Apple,Kasmir/Shimla - II,7350
Uttar Pradesh,Hamirpur,Arhar (Tur/Red Gram),Arhar (Whole),3650
Uttar Pradesh,Hamirpur,Banana,Banana - Ripe,2100
Uttar Pradesh,Hamirpur,Barley (Jau),Dara,1225
Uttar Pradesh,Hamirpur,Bengal Gram(Gram),Desi (Whole),3750
Uttar Pradesh,Hamirpur,Black Gram (Urd Beans),Black Gram (Whole),2950
Uttar Pradesh,Hamirpur,Black Gram (Urd Beans),Black Gram Dal,5650
Uttar Pradesh,Hamirpur,Bottle gourd,Bottle Gourd,1050
Uttar Pradesh,Hamirpur,Rice,III,1900
Uttar Pradesh,Hamirpur,Tomato,Local,1050
Uttar Pradesh,Hamirpur,Wheat,Dara,1735
Uttar Pradesh,Hardoi,Barley (Jau),Dara,1620
Uttar Pradesh,Hardoi,Bengal Gram(Gram),Desi (Whole),5940
Uttar Pradesh,Hardoi,Cauliflower,African Sarson,1620
Uttar Pradesh,Hardoi,Gur(Jaggery),Other,3050
Uttar Pradesh,Hardoi,Lemon,Lemon,7230
Uttar Pradesh,Hardoi,Maize,Hybrid/Local,1250
Uttar Pradesh,Hardoi,Mustard,Other,3140
Uttar Pradesh,Hardoi,Onion,Other,1680
Uttar Pradesh,Hardoi,Paddy(Dhan),Paddy Coarse,1500
Uttar Pradesh,Hardoi,Papaya,Other,1560
Uttar Pradesh,Hardoi,Potato,Other,720
Uttar Pradesh,Hardoi,Raddish,Other,860
Uttar Pradesh,Hardoi,Rice,III,2420
Uttar Pradesh,Hardoi,Tomato,Other,880
Uttar Pradesh,Hardoi,Wheat,Dara,1610
Uttar Pradesh,Hardoi,Bengal Gram(Gram),Desi (Whole),4950
Uttar Pradesh,Hardoi,Lentil(Masur),Other,4350
Uttar Pradesh,Hardoi,Mustard,Lohi Black,3400
Uttar Pradesh,Hardoi,Onion,Red,1425
Uttar Pradesh,Hardoi,Paddy(Dhan),Other,1505
Uttar Pradesh,Hardoi,Potato,Other,670
Uttar Pradesh,Hardoi,Rice,Other,2180
Uttar Pradesh,Hardoi,Tomato,Other,940
Uttar Pradesh,Hardoi,Wheat,Dara,1560
Uttar Pradesh,Hardoi,Brinjal,Other,800
Uttar Pradesh,Hardoi,Potato,Other,410
Uttar Pradesh,Hardoi,Wheat,Other,1540
Uttar Pradesh,Hardoi,Apple,Apple,8150
Uttar Pradesh,Hardoi,Arhar Dal(Tur Dal),Arhar Dal(Tur),5650
Uttar Pradesh,Hardoi,Bengal Gram(Gram),Desi (Whole),5600
Uttar Pradesh,Hardoi,Bottle gourd,Bottle Gourd,1350
Uttar Pradesh,Hardoi,Brinjal,Brinjal,1240
Uttar Pradesh,Hardoi,Cabbage,Cabbage,1400
Uttar Pradesh,Hardoi,Ginger(Green),Green Ginger,3450
Uttar Pradesh,Hardoi,Grapes,Green,3600
Uttar Pradesh,Hardoi,Green Chilli,Green Chilly,4100
Uttar Pradesh,Hardoi,Gur(Jaggery),Yellow,2980
Uttar Pradesh,Hardoi,Onion,Red,1600
Uttar Pradesh,Hardoi,Orange,Orange,3300
Uttar Pradesh,Hardoi,Paddy(Dhan),Common,1400
Uttar Pradesh,Hardoi,Pomegranate,Pomogranate,5900
Uttar Pradesh,Hardoi,Potato,Potato,770
Uttar Pradesh,Hardoi,Pumpkin,Pumpkin,1250
Uttar Pradesh,Hardoi,Tomato,Tomato,805
Uttar Pradesh,Hardoi,Wheat,Dara,1570
Uttar Pradesh,Hathras,Onion,Red,1150
Uttar Pradesh,Hathras,Potato,Desi,750
Uttar Pradesh,Hathras,Tomato,Deshi,350
Uttar Pradesh,Hathras,Bajra(Pearl Millet/Cumbu),Deshi,910
Uttar Pradesh,Hathras,Mustard,Sarson(Black),3255
Uttar Pradesh,Hathras,Potato,Desi,455
Uttar Pradesh,Hathras,Wheat,Dara,1725
Uttar Pradesh,Jalaun (Orai),Wheat,Dara,1735
Uttar Pradesh,Jalaun (Orai),Bhindi(Ladies Finger),Other,1650
Uttar Pradesh,Jalaun (Orai),Bottle gourd,Other,800
Uttar Pradesh,Jalaun (Orai),Brinjal,Other,800
Uttar Pradesh,Jalaun (Orai),Cucumbar(Kheera),Cucumbar,1140
Uttar Pradesh,Jalaun (Orai),Lentil(Masur),Other,3281
Uttar Pradesh,Jalaun (Orai),Mustard,Other,3312
Uttar Pradesh,Jalaun (Orai),Onion,Other,820
Uttar Pradesh,Jalaun (Orai),Papaya,Other,1415
Uttar Pradesh,Jalaun (Orai),Peas(Dry),Other,2980
Uttar Pradesh,Jalaun (Orai),Potato,Other,770
Uttar Pradesh,Jalaun (Orai),Pumpkin,Other,850
Uttar Pradesh,Jalaun (Orai),Raddish,Raddish,750
Uttar Pradesh,Jalaun (Orai),Tomato,Other,560
Uttar Pradesh,Jalaun (Orai),Wheat,Other,1735
Uttar Pradesh,Jalaun (Orai),Tomato,Local,550
Uttar Pradesh,Jalaun (Orai),Wheat,Dara,1735
Uttar Pradesh,Jalaun (Orai),White Peas,Other,2982
Uttar Pradesh,Jaunpur,Apple,Delicious,6500
Uttar Pradesh,Jaunpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),6025
Uttar Pradesh,Jaunpur,Bengal Gram Dal (Chana Dal),Bengal Gram (Split),5050
Uttar Pradesh,Jaunpur,Bengal Gram(Gram),Desi (Whole),4900
Uttar Pradesh,Jaunpur,Black Gram Dal (Urd Dal),Black Gram Dal,5835
Uttar Pradesh,Jaunpur,Bottle gourd,Bottle Gourd,900
Uttar Pradesh,Jaunpur,Carrot,Carrot,830
Uttar Pradesh,Jaunpur,Cucumbar(Kheera),Cucumbar,780
Uttar Pradesh,Jaunpur,Gur(Jaggery),Red,3450
Uttar Pradesh,Jaunpur,Maize,Yellow,1430
Uttar Pradesh,Jaunpur,Mustard,Lohi Black,3770
Uttar Pradesh,Jaunpur,Onion,Red,1170
Uttar Pradesh,Jaunpur,Peas(Dry),Peas(Dry),3030
Uttar Pradesh,Jaunpur,Potato,Potato,850
Uttar Pradesh,Jaunpur,Pumpkin,Pumpkin,1120
Uttar Pradesh,Jaunpur,Raddish,Raddish,550
Uttar Pradesh,Jaunpur,Rice,III,2180
Uttar Pradesh,Jaunpur,Tomato,Tomato,850
Uttar Pradesh,Jaunpur,Wheat,Dara,1735
Uttar Pradesh,Jaunpur,Bengal Gram(Gram),Desi (Whole),4400
Uttar Pradesh,Jaunpur,Ginger(Green),Green Ginger,1980
Uttar Pradesh,Jaunpur,Green Chilli,Green Chilly,1350
Uttar Pradesh,Jaunpur,Mustard,Other,4000
Uttar Pradesh,Jaunpur,Onion,Onion,880
Uttar Pradesh,Jaunpur,Potato,Potato,830
Uttar Pradesh,Jaunpur,Tomato,Deshi,880
Uttar Pradesh,Jaunpur,Wheat,147 Average,1735
Uttar Pradesh,Jaunpur,Apple,Apple,6550
Uttar Pradesh,Jaunpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),6040
Uttar Pradesh,Jaunpur,Bengal Gram(Gram),Desi (Whole),4910
Uttar Pradesh,Jaunpur,Bottle gourd,Bottle Gourd,800
Uttar Pradesh,Jaunpur,Brinjal,Brinjal,820
Uttar Pradesh,Jaunpur,Carrot,Carrot,800
Uttar Pradesh,Jaunpur,Cucumbar(Kheera),Cucumbar,700
Uttar Pradesh,Jaunpur,Garlic,Garlic,3120
Uttar Pradesh,Jaunpur,Ginger(Green),Green Ginger,2710
Uttar Pradesh,Jaunpur,Green Chilli,Green Chilly,1320
Uttar Pradesh,Jaunpur,Gur(Jaggery),Yellow,3560
Uttar Pradesh,Jaunpur,Mousambi(Sweet Lime),Mousambi,3360
Uttar Pradesh,Jaunpur,Mustard,Sarson(Black),3840
Uttar Pradesh,Jaunpur,Mustard Oil,Mustard Oil,9740
Uttar Pradesh,Jaunpur,Onion,Red,1120
Uttar Pradesh,Jaunpur,Peas(Dry),Peas(Dry),2900
Uttar Pradesh,Jaunpur,Pointed gourd (Parval),Pointed gourd (Parval),2400
Uttar Pradesh,Jaunpur,Pomegranate,Pomogranate,7120
Uttar Pradesh,Jaunpur,Potato,Potato,860
Uttar Pradesh,Jaunpur,Pumpkin,Other,860
Uttar Pradesh,Jaunpur,Raddish,Raddish,560
Uttar Pradesh,Jaunpur,Rice,III,2120
Uttar Pradesh,Jaunpur,Tomato,Tomato,630
Uttar Pradesh,Jaunpur,Wheat,Dara,1730
Uttar Pradesh,Jhansi,Colacasia,Colacasia,1920
Uttar Pradesh,Jhansi,Ginger(Green),Green Ginger,2110
Uttar Pradesh,Jhansi,Apple,Delicious,6000
Uttar Pradesh,Jhansi,Banana,Banana - Ripe,1750
Uttar Pradesh,Jhansi,Bengal Gram(Gram),Desi (Whole),3450
